"V1" "V2"
"" "(x(513)" "E451_pre5[c]_complex"
"" "(x(513)" "E390_atp[c]_fmn[c]_complex"
"" "(x(513)" "x(602)"
"" "(x(513)" "E409_pgp183_9_12_15[c]_complex"
"" "(x(513)" "E168_pyr[c]_complex"
"" "(x(513)" "E240_akg[c]_complex"
"" "(x(513)" "E140_chlld[c]_complex"
"" "(x(513)" "E361_3hmop[c]_complex"
"" "Acetyl-CoA" "H+"
"" "(x(513)" "E209_h2o2[c]_iasp[c]_complex"
"" "(x(513)" "E25_lipidAds[c]_udp[c]_complex"
"" "(x(513)" "x(75)"
"" "(x(513)" "E137_uaagmda[c]_udp[c]_complex"
"" "(x(513)" "E334_pi[c]_complex"
"" "(x(513)" "E81_k[c]_pi[c]_complex"
"" "(x(513)" "E90_mg2[c]_pi[c]_complex"
"" "(x(513)" "E8_pi[c]_complex"
"" "(x(513)" "x(675)"
"" "2-Hydroxyphenylacetate" "(x(513)"
"" "x(510))" "x(75)"
"" "(x(513)" "x(510))"
"" "E194_u23ga[c]_complex" "E57_asp__L[c]_complex"
"" "E194_u23ga[c]_complex" "E307_asp__L[c]_complex"
"" "x(53)" "E194_u23ga[c]_complex"
"" "E194_u23ga[c]_complex" "E406_ppi[c]_complex"
"" "E194_u23ga[c]_complex" "E476_acgam1p[c]_complex"
"" "E194_u23ga[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E194_u23ga[c]_complex"
"" "E194_u23ga[c]_complex" "E451_pre5[c]_complex"
"" "E194_u23ga[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E194_u23ga[c]_complex"
"" "E194_u23ga[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E194_u23ga[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E194_u23ga[c]_complex"
"" "E140_chlld[c]_complex" "E194_u23ga[c]_complex"
"" "E361_3hmop[c]_complex" "E194_u23ga[c]_complex"
"" "E194_u23ga[c]_complex" "E209_h2o2[c]_iasp[c]_complex"
"" "E194_u23ga[c]_complex" "E25_lipidAds[c]_udp[c]_complex"
"" "x(75)" "E194_u23ga[c]_complex"
"" "E194_u23ga[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E194_u23ga[c]_complex" "E334_pi[c]_complex"
"" "E194_u23ga[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E194_u23ga[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E194_u23ga[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E194_u23ga[c]_complex"
"" "2-Hydroxyphenylacetate" "E194_u23ga[c]_complex"
"" "(x(19)&x(20))" "E412_sqdg161[c]_complex"
"" "(x(19)&x(20))" "E412_sqdg183_9_12_15[c]_complex"
"" "x(165)" "x(22)"
"" "E218_h[c]_complex" "E293_gln__L[c]_h2o[c]_complex"
"" "E373_anth[c]_complex" "E218_h[c]_complex"
"" "E64_atp[c]_complex" "E218_h[c]_complex"
"" "E218_ppi[c]_complex" "E469_dmbzi[c]_complex"
"" "E360_3mob[c]_complex" "E98_atp[c]_complex"
"" "E360_3mob[c]_complex" "E371_sucbz[c]_complex"
"" "x(521)" "E360_3mob[c]_complex"
"" "E360_3mob[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E360_3mob[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E360_3mob[c]_complex" "E177_agm[c]_complex"
"" "E360_3mob[c]_complex" "E14_dhpmp[c]_complex"
"" "E360_3mob[c]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E360_3mob[c]_complex"
"" "E276_fdp[c]_complex" "E360_3mob[c]_complex"
"" "E170_arg__L[c]_complex" "E360_3mob[c]_complex"
"" "E17_4gudbutn[c]_complex" "E360_3mob[c]_complex"
"" "E178_4gudbutn[c]_complex" "E360_3mob[c]_complex"
"" "E110_asn__L[c]_complex" "E360_3mob[c]_complex"
"" "E131_asn__L[c]_complex" "E360_3mob[c]_complex"
"" "E258_gthrd[c]_complex" "E360_3mob[c]_complex"
"" "E42_cgly[c]_complex" "E360_3mob[c]_complex"
"" "E360_3mob[c]_complex" "E156_6pgl[c]_complex"
"" "E360_3mob[c]_complex" "E349_ctp[c]_complex"
"" "E360_3mob[c]_complex" "E49_2pglyc[c]_complex"
"" "E360_3mob[c]_complex" "E273_2pglyc[c]_complex"
"" "E360_3mob[c]_complex" "E274_2pglyc[c]_complex"
"" "E360_3mob[c]_complex" "E56_gtp[c]_complex"
"" "E360_3mob[c]_complex" "E58_amp[c]_complex"
"" "E360_3mob[c]_complex" "E315_amp[c]_complex"
"" "E360_3mob[c]_complex" "E7_atp[c]_cobalt2[c]_complex"
"" "E360_3mob[c]_complex" "E415_atp[c]_cobalt2[c]_complex"
"" "E360_3mob[c]_complex" "E91_atp[c]_ca2[p]_complex"
"" "E360_3mob[c]_complex" "E433_atp[c]_ca2[p]_complex"
"" "E360_3mob[c]_complex" "E382_25dhpp[c]_complex"
"" "E360_3mob[c]_complex" "E103_adprib[c]_complex"
"" "E360_3mob[c]_complex" "E474_adprib[c]_complex"
"" "E360_3mob[c]_complex" "E477_csn[c]_complex"
"" "E360_3mob[c]_complex" "E316_fmn[c]_complex"
"" "E360_3mob[c]_complex" "E105_gtp[c]_complex"
"" "E360_3mob[c]_complex" "E482_amp[c]_complex"
"" "E360_3mob[c]_complex" "E329_arg__L[c]_complex"
"" "E360_3mob[c]_complex" "E121_cytd[c]_complex"
"" "E360_3mob[c]_complex" "E122_amp[c]_complex"
"" "E360_3mob[c]_complex" "E58_cmp[c]_complex"
"" "E360_3mob[c]_complex" "E315_cmp[c]_complex"
"" "E360_3mob[c]_complex" "E333_ctp[c]_complex"
"" "E360_3mob[c]_complex" "E179_10fthf[c]_complex"
"" "E360_3mob[c]_complex" "E88_atp[c]_cobalt2[p]_complex"
"" "E360_3mob[c]_complex" "E349_dctp[c]_complex"
"" "E360_3mob[c]_complex" "E56_trdox[c]_complex"
"" "E360_3mob[c]_complex" "E81_atp[c]_complex"
"" "E360_3mob[c]_complex" "E90_atp[c]_complex"
"" "E360_3mob[c]_complex" "E8_atp[c]_fe3[p]_complex"
"" "E360_3mob[c]_complex" "E95_atp[c]_fe3[p]_complex"
"" "E360_3mob[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E360_3mob[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E360_3mob[c]_complex" "E150_dhpmp[c]_complex"
"" "E57_asp__L[c]_complex" "E307_asp__L[c]_complex"
"" "x(53)" "E57_asp__L[c]_complex"
"" "E57_asp__L[c]_complex" "E406_ppi[c]_complex"
"" "E57_asp__L[c]_complex" "E476_acgam1p[c]_complex"
"" "E57_asp__L[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E57_asp__L[c]_complex"
"" "E57_asp__L[c]_complex" "E451_pre5[c]_complex"
"" "E57_asp__L[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E57_asp__L[c]_complex"
"" "E57_asp__L[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E57_asp__L[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E57_asp__L[c]_complex"
"" "E140_chlld[c]_complex" "E57_asp__L[c]_complex"
"" "E361_3hmop[c]_complex" "E57_asp__L[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E57_asp__L[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E57_asp__L[c]_complex"
"" "x(75)" "E57_asp__L[c]_complex"
"" "E57_asp__L[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E57_asp__L[c]_complex" "E334_pi[c]_complex"
"" "E57_asp__L[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E57_asp__L[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E57_asp__L[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E57_asp__L[c]_complex"
"" "2-Hydroxyphenylacetate" "E57_asp__L[c]_complex"
"" "x(53)" "E307_asp__L[c]_complex"
"" "E307_asp__L[c]_complex" "E406_ppi[c]_complex"
"" "E307_asp__L[c]_complex" "E476_acgam1p[c]_complex"
"" "E307_asp__L[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E307_asp__L[c]_complex"
"" "E307_asp__L[c]_complex" "E451_pre5[c]_complex"
"" "E307_asp__L[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E307_asp__L[c]_complex"
"" "E307_asp__L[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E307_asp__L[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E307_asp__L[c]_complex"
"" "E140_chlld[c]_complex" "E307_asp__L[c]_complex"
"" "E361_3hmop[c]_complex" "E307_asp__L[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E307_asp__L[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E307_asp__L[c]_complex"
"" "x(75)" "E307_asp__L[c]_complex"
"" "E307_asp__L[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E307_asp__L[c]_complex" "E334_pi[c]_complex"
"" "E307_asp__L[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E307_asp__L[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E307_asp__L[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E307_asp__L[c]_complex"
"" "2-Hydroxyphenylacetate" "E307_asp__L[c]_complex"
"" "x(53)" "E406_ppi[c]_complex"
"" "x(53)" "E476_acgam1p[c]_complex"
"" "x(53)" "E13_udcpdp[c]_complex"
"" "x(521)" "x(53)"
"" "x(53)" "E451_pre5[c]_complex"
"" "x(53)" "E390_atp[c]_fmn[c]_complex"
"" "x(53)" "x(602)"
"" "x(53)" "E409_pgp183_9_12_15[c]_complex"
"" "x(53)" "E168_pyr[c]_complex"
"" "x(53)" "E240_akg[c]_complex"
"" "x(53)" "E140_chlld[c]_complex"
"" "x(53)" "E361_3hmop[c]_complex"
"" "x(53)" "E209_h2o2[c]_iasp[c]_complex"
"" "x(53)" "E25_lipidAds[c]_udp[c]_complex"
"" "x(53)" "x(75)"
"" "x(53)" "E137_uaagmda[c]_udp[c]_complex"
"" "x(53)" "E334_pi[c]_complex"
"" "x(53)" "E81_k[c]_pi[c]_complex"
"" "x(53)" "E90_mg2[c]_pi[c]_complex"
"" "x(53)" "E8_pi[c]_complex"
"" "x(53)" "x(675)"
"" "2-Hydroxyphenylacetate" "x(53)"
"" "N-((R)-4-Phosphopantothenoyl)-L-cysteine" "Pantetheine 4'-phosphate"
"" "D-4'-Phosphopantothenate" "N-((R)-4-Phosphopantothenoyl)-L-cysteine"
"" "N-((R)-4-Phosphopantothenoyl)-L-cysteine" "Phosphate"
"" "x(58)" "E406_amp[c]_h[c]_ppi[c]_complex"
"" "D-4'-Phosphopantothenate" "Pantetheine 4'-phosphate"
"" "Phosphate" "Pantetheine 4'-phosphate"
"" "x(58)" "E418_atp[c]_h[c]_complex"
"" "D-4'-Phosphopantothenate" "Phosphate"
"" "E406_ppi[c]_complex" "E476_acgam1p[c]_complex"
"" "E406_ppi[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E406_ppi[c]_complex"
"" "E406_ppi[c]_complex" "E451_pre5[c]_complex"
"" "E406_ppi[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E406_ppi[c]_complex"
"" "E406_ppi[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E406_ppi[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E406_ppi[c]_complex"
"" "E140_chlld[c]_complex" "E406_ppi[c]_complex"
"" "E361_3hmop[c]_complex" "E406_ppi[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E406_ppi[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E406_ppi[c]_complex"
"" "x(75)" "E406_ppi[c]_complex"
"" "E406_ppi[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E406_ppi[c]_complex" "E334_pi[c]_complex"
"" "E406_ppi[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E406_ppi[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E406_ppi[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E406_ppi[c]_complex"
"" "2-Hydroxyphenylacetate" "E406_ppi[c]_complex"
"" "E406_4ppcys[c]_h[c]_ppi[c]_complex" "E409_h[c]_pgp181_9[c]_complex"
"" "E63_succ[c]_complex" "E341_succ[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E319_dttp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E351_dudp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E439_coa[c]_h[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E439_coa[c]_h[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E492_h[c]_pi[c]_uama[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E495_h[c]_pi[c]_uamag[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E498_h[c]_pi[c]_ugmd[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E506_alaala[c]_h[c]_pi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E319_datp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E98_h[c]_pi[c]_so4[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E188_pppi[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E319_dutp[c]_complex"
"" "x(74)" "E446_glu__L[c]_complex"
"" "Acetyl-CoA" "UDP-N-acetyl-D-glucosamine"
"" "Acetyl-CoA" "N-Acetyl-D-glucosamine 1-phosphate"
"" "E476_acgam1p[c]_complex" "E13_udcpdp[c]_complex"
"" "x(521)" "E476_acgam1p[c]_complex"
"" "E476_acgam1p[c]_complex" "E451_pre5[c]_complex"
"" "E476_acgam1p[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E476_acgam1p[c]_complex"
"" "E476_acgam1p[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E476_acgam1p[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E476_acgam1p[c]_complex"
"" "E140_chlld[c]_complex" "E476_acgam1p[c]_complex"
"" "E361_3hmop[c]_complex" "E476_acgam1p[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E476_acgam1p[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E476_acgam1p[c]_complex"
"" "x(75)" "E476_acgam1p[c]_complex"
"" "E476_acgam1p[c]_complex" "E137_uaagmda[c]_udp[c]_complex"
"" "E476_acgam1p[c]_complex" "E334_pi[c]_complex"
"" "E476_acgam1p[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E476_acgam1p[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E476_acgam1p[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E476_acgam1p[c]_complex"
"" "2-Hydroxyphenylacetate" "E476_acgam1p[c]_complex"
"" "x(107)" "x(75)"
"" "x(75)" "E166_3hmrsACP[c]_complex"
"" "H+" "UDP-N-acetyl-D-glucosamine"
"" "N-Acetyl-D-glucosamine 1-phosphate" "UDP-N-acetyl-D-glucosamine"
"" "x(77)" "E34_adp[c]_h[c]_complex"
"" "x(77)" "E250_hco3[c]_complex"
"" "x(82)" "x(95)"
"" "E498_26dap__M[c]_complex" "E319_dgdp[c]_complex"
"" "E498_26dap__M[c]_complex" "E467_adcobhex[c]_applp[c]_complex"
"" "E498_26dap__M[c]_complex" "E351_dtmp[c]_complex"
"" "E498_26dap__M[c]_complex" "E247_ac[c]_coa[c]_complex"
"" "E498_26dap__M[c]_complex" "E480_5fthf[c]_complex"
"" "E498_26dap__M[c]_complex" "E213_aps[c]_complex"
"" "x(86)" "E498_26dap__M[c]_complex"
"" "(x(698)&x(694)&x(696)&x(699))" "E498_26dap__M[c]_complex"
"" "E498_26dap__M[c]_complex" "E372_coa[c]_complex"
"" "x(615)" "E498_26dap__M[c]_complex"
"" "E498_26dap__M[c]_complex" "E93_cu2[p]_complex"
"" "x(99)" "E498_ugmd[c]_complex"
"" "(x(566)&x(569)&x(568))" "E498_ugmd[c]_complex"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "E498_ugmd[c]_complex"
"" "x(615)" "E498_ugmd[c]_complex"
"" "(x(644)" "E498_ugmd[c]_complex"
"" "(x(649)&x(648))" "E498_ugmd[c]_complex"
"" "x(58)" "E498_ugmd[c]_complex"
"" "E286_g3p[c]_nad[c]_complex" "E498_ugmd[c]_complex"
"" "E23_f6p[c]_complex" "E498_ugmd[c]_complex"
"" "E192_f6p[c]_complex" "E498_ugmd[c]_complex"
"" "E498_ugmd[c]_complex" "E82_bglycogen[c]_complex"
"" "E498_ugmd[c]_complex" "E410_bglycogen[c]_complex"
"" "E498_ugmd[c]_complex" "E82_glycogen[c]_complex"
"" "E498_ugmd[c]_complex" "E410_glycogen[c]_complex"
"" "E478_uaccg[c]_complex" "E498_ugmd[c]_complex"
"" "(x(660)&x(651)&x(654)&x(664)))" "E498_ugmd[c]_complex"
"" "E498_ugmd[c]_complex" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "E498_ugmd[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "E498_ugmd[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "E498_ugmd[c]_complex"
"" "D-Alanine" "L-Alanine"
"" "D-Alanine" "Phosphate"
"" "(x(566)&x(569)&x(568))" "x(99)"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "x(99)"
"" "x(615)" "x(99)"
"" "(x(644)" "x(99)"
"" "(x(649)&x(648))" "x(99)"
"" "x(58)" "x(99)"
"" "x(99)" "E286_g3p[c]_nad[c]_complex"
"" "x(99)" "E23_f6p[c]_complex"
"" "x(99)" "E192_f6p[c]_complex"
"" "x(99)" "E82_bglycogen[c]_complex"
"" "x(99)" "E410_bglycogen[c]_complex"
"" "x(99)" "E82_glycogen[c]_complex"
"" "x(99)" "E410_glycogen[c]_complex"
"" "x(99)" "E478_uaccg[c]_complex"
"" "(x(660)&x(651)&x(654)&x(664)))" "x(99)"
"" "x(99)" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "x(99)"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "x(99)"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "x(99)"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E319_dttp[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E351_dudp[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E133_h[c]_pi[c]_ugmda[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E319_datp[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E98_h[c]_pi[c]_so4[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E188_pppi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E319_dutp[c]_complex"
"" "x(107)" "E166_3hmrsACP[c]_complex"
"" "x(521)" "E13_udcpdp[c]_complex"
"" "E13_udcpdp[c]_complex" "E451_pre5[c]_complex"
"" "E13_udcpdp[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E13_udcpdp[c]_complex"
"" "E13_udcpdp[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E13_udcpdp[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E13_udcpdp[c]_complex"
"" "E140_chlld[c]_complex" "E13_udcpdp[c]_complex"
"" "E361_3hmop[c]_complex" "E13_udcpdp[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E13_udcpdp[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E13_udcpdp[c]_complex"
"" "x(75)" "E13_udcpdp[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E13_udcpdp[c]_complex"
"" "E13_udcpdp[c]_complex" "E334_pi[c]_complex"
"" "E13_udcpdp[c]_complex" "E81_k[c]_pi[c]_complex"
"" "E13_udcpdp[c]_complex" "E90_mg2[c]_pi[c]_complex"
"" "E13_udcpdp[c]_complex" "E8_pi[c]_complex"
"" "x(675)" "E13_udcpdp[c]_complex"
"" "2-Hydroxyphenylacetate" "E13_udcpdp[c]_complex"
"" "x(274)" "E428_frdp[c]_complex"
"" "E319_dttp[c]_complex" "E351_dudp[c]_complex"
"" "E319_dttp[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E319_dttp[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E319_dttp[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E319_dttp[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E319_dttp[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E319_dttp[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E319_dttp[c]_complex"
"" "E319_dttp[c]_complex" "E319_datp[c]_complex"
"" "E319_dttp[c]_complex" "E98_h[c]_pi[c]_so4[c]_complex"
"" "E319_dttp[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E188_pppi[c]_complex"
"" "E319_dttp[c]_complex" "E319_dutp[c]_complex"
"" "E351_dudp[c]_complex" "E78_h[c]_mn2[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E95_fe3[c]_h[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E351_dudp[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E351_dudp[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E351_dudp[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E351_dudp[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E351_dudp[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E351_dudp[c]_complex"
"" "E351_dudp[c]_complex" "E319_datp[c]_complex"
"" "E351_dudp[c]_complex" "E98_h[c]_pi[c]_so4[c]_complex"
"" "E351_dudp[c]_complex" "E429_fe2[c]_h[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E442_cu2[c]_h[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E467_h[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E188_pppi[c]_complex"
"" "E351_dudp[c]_complex" "E319_dutp[c]_complex"
"" "x(511)" "E353_ppi[c]_complex"
"" "E128_ametam[c]_complex" "E353_ppi[c]_complex"
"" "E218_nicrnt[c]_ppi[c]_complex" "E353_ppi[c]_complex"
"" "E406_pan4p[c]_complex" "E353_ppi[c]_complex"
"" "E353_ppi[c]_complex" "E377_dmtphllqne[c]_ppi[c]_complex"
"" "E353_ppi[c]_complex" "E379_hgentis[c]_complex"
"" "E353_ppi[c]_complex" "E420_dxyl5p[c]_complex"
"" "E353_ppi[c]_complex" "E379_2hyoxplac[c]_complex"
"" "2,3-Dimethyl-5-phytylquinol" "Gamma-Tocopherol"
"" "x(487)" "x(685)"
"" "E356_avite1[c]_h[c]_complex" "E450_h[c]_pre4[c]_complex"
"" "E356_avite1[c]_h[c]_complex" "E452_h[c]_pre6a[c]_complex"
"" "E356_avite1[c]_h[c]_complex" "E362_h[c]_complex"
"" "E356_avite1[c]_h[c]_complex" "E356_h[c]_complex"
"" "E356_avite1[c]_h[c]_complex" "E378_h[c]_phllqne[c]_complex"
"" "E215_paps[c]_complex" "E56_gdp[c]_complex"
"" "x(515)" "E370_pyr[c]_complex"
"" "CO2 CO2" "Pyruvate"
"" "x(511)" "E128_ametam[c]_complex"
"" "x(511)" "E218_nicrnt[c]_ppi[c]_complex"
"" "x(511)" "E406_pan4p[c]_complex"
"" "x(511)" "E377_dmtphllqne[c]_ppi[c]_complex"
"" "x(511)" "E379_hgentis[c]_complex"
"" "x(511)" "E420_dxyl5p[c]_complex"
"" "x(511)" "E379_2hyoxplac[c]_complex"
"" "DADP C10H12N5O9P2" "DCTP C9H12N3O13P3"
"" "DADP C10H12N5O9P2" "DGTP C10H12N5O13P3"
"" "E319_dgdp[c]_complex" "E467_adcobhex[c]_applp[c]_complex"
"" "E319_dgdp[c]_complex" "E351_dtmp[c]_complex"
"" "E247_ac[c]_coa[c]_complex" "E319_dgdp[c]_complex"
"" "E319_dgdp[c]_complex" "E480_5fthf[c]_complex"
"" "E319_dgdp[c]_complex" "E213_aps[c]_complex"
"" "x(86)" "E319_dgdp[c]_complex"
"" "(x(698)&x(694)&x(696)&x(699))" "E319_dgdp[c]_complex"
"" "E319_dgdp[c]_complex" "E372_coa[c]_complex"
"" "x(615)" "E319_dgdp[c]_complex"
"" "E319_dgdp[c]_complex" "E93_cu2[p]_complex"
"" "E98_atp[c]_complex" "E371_sucbz[c]_complex"
"" "x(521)" "E98_atp[c]_complex"
"" "E98_atp[c]_complex" "E376_14dh2napcoa[c]_complex"
"" "E98_atp[c]_complex" "E93_atp[c]_cu2[p]_complex"
"" "E98_atp[c]_complex" "E177_agm[c]_complex"
"" "E98_atp[c]_complex" "E14_dhpmp[c]_complex"
"" "E98_atp[c]_complex" "E199_udpsq[c]_complex"
"" "E47_fdp[c]_complex" "E98_atp[c]_complex"
"" "E276_fdp[c]_complex" "E98_atp[c]_complex"
"" "E170_arg__L[c]_complex" "E98_atp[c]_complex"
"" "E17_4gudbutn[c]_complex" "E98_atp[c]_complex"
"" "E178_4gudbutn[c]_complex" "E98_atp[c]_complex"
"" "E110_asn__L[c]_complex" "E98_atp[c]_complex"
"" "E131_asn__L[c]_complex" "E98_atp[c]_complex"
