"V1" "V2"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_dag_pf_16_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_dag_pf_16_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_dag_pf_16_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_dag_pf_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_dag_pf_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_dag_pf_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E323_atp[c]_cu2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E435_13dpg[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E110_atp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E436_adn[c]_h[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E95_atp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E436_dad_2[c]_h[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E225_dctp[c]_h[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E148_atp[c]_ca2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E155_ahcys[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E175_amp[c]_h[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E80_atp[c]_gthox[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E391_atp[c]_gthox[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E80_atp[c]_gthrd[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E391_atp[c]_gthrd[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E398_gtp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E30_camp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E216_camp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E217_camp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E218_camp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E30_35cgmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E215_35cgmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E217_35cgmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E218_35cgmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E220_35cgmp[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E361_6pgl[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E436_5mta[c]_h[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E312_ahdt[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_16_0_18_2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_16_0_18_2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_18_1_18_2[c]_complex"
"" "E420_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_18_1_18_2[c]_complex"
